,TransactionID,ProductID,Quantity,TransactionDate,CustomerID,ProductName,Price,Line_item_price
31,1974,10,1,2023-07-22,100001112,Denim Dream Shirt,1950000,1950000
32,3825,10,2,2023-08-25,100001775,Denim Dream Shirt,1950000,3900000
33,1125,10,2,2023-08-02,100001586,Denim Dream Shirt,1950000,3900000
34,2511,10,2,2023-08-11,100001996,Denim Dream Shirt,1950000,3900000
35,846,10,2,2023-07-02,100000912,Denim Dream Shirt,1950000,3900000
36,1542,10,1,2023-07-29,100000711,Denim Dream Shirt,1950000,1950000
37,2428,10,1,2023-06-02,100001585,Denim Dream Shirt,1950000,1950000
38,4420,10,1,2023-08-23,100001842,Denim Dream Shirt,1950000,1950000
39,510,10,1,2023-08-04,100000853,Denim Dream Shirt,1950000,1950000
40,1305,10,1,2023-07-02,100001605,Denim Dream Shirt,1950000,1950000
41,1305,10,2,2023-07-02,100001605,Denim Dream Shirt,1950000,3900000
42,1160,10,1,2023-08-16,100000899,Denim Dream Shirt,1950000,1950000
43,2356,10,1,2023-08-24,100001561,Denim Dream Shirt,1950000,1950000
44,1722,10,1,2023-08-20,100000832,Denim Dream Shirt,1950000,1950000
45,4273,10,1,2023-08-07,100001230,Denim Dream Shirt,1950000,1950000
46,3549,10,1,2023-06-03,100000920,Denim Dream Shirt,1950000,1950000
47,394,10,2,2023-06-24,100001648,Denim Dream Shirt,1950000,3900000
48,1544,10,1,2023-07-21,100000814,Denim Dream Shirt,1950000,1950000
49,1667,10,1,2023-07-10,100001759,Denim Dream Shirt,1950000,1950000
50,4145,10,1,2023-06-24,100001910,Denim Dream Shirt,1950000,1950000
51,2244,10,2,2023-08-02,100001594,Denim Dream Shirt,1950000,3900000
52,615,10,2,2023-08-04,100001150,Denim Dream Shirt,1950000,3900000
53,1876,10,2,2023-07-20,100001845,Denim Dream Shirt,1950000,3900000
54,4312,10,2,2023-08-10,100001449,Denim Dream Shirt,1950000,3900000
55,2887,10,2,2023-06-23,100001388,Denim Dream Shirt,1950000,3900000
56,4184,10,2,2023-08-21,100001400,Denim Dream Shirt,1950000,3900000
57,1162,10,1,2023-08-25,100000899,Denim Dream Shirt,1950000,1950000
58,3325,10,2,2023-07-27,100000845,Denim Dream Shirt,1950000,3900000
59,308,10,1,2023-08-06,100001462,Denim Dream Shirt,1950000,1950000
60,2139,10,1,2023-08-13,100000824,Denim Dream Shirt,1950000,1950000
61,1290,10,1,2023-06-26,100001305,Denim Dream Shirt,1950000,1950000
62,4031,10,2,2023-08-08,100000390,Denim Dream Shirt,1950000,3900000
63,94,10,2,2023-07-08,100000565,Denim Dream Shirt,1950000,3900000
64,3588,10,1,2023-07-22,100000272,Denim Dream Shirt,1950000,1950000
65,1406,10,2,2023-07-12,100000333,Denim Dream Shirt,1950000,3900000
66,893,10,2,2023-06-15,100000652,Denim Dream Shirt,1950000,3900000
67,2111,10,1,2023-06-14,100001403,Denim Dream Shirt,1950000,1950000
68,2403,10,1,2023-06-22,100001550,Denim Dream Shirt,1950000,1950000
69,4458,10,1,2023-06-13,100001490,Denim Dream Shirt,1950000,1950000
70,1404,10,1,2023-07-12,100000235,Denim Dream Shirt,1950000,1950000
71,2923,10,2,2023-06-23,100001817,Denim Dream Shirt,1950000,3900000
72,365,10,1,2023-08-04,100000345,Denim Dream Shirt,1950000,1950000
73,4219,10,1,2023-08-07,100000895,Denim Dream Shirt,1950000,1950000
74,1285,10,1,2023-06-26,100001577,Denim Dream Shirt,1950000,1950000
75,296,10,2,2023-07-05,100000384,Denim Dream Shirt,1950000,3900000
76,907,10,2,2023-07-29,100001996,Denim Dream Shirt,1950000,3900000
77,3414,10,2,2023-08-18,100001494,Denim Dream Shirt,1950000,3900000
78,3082,10,1,2023-06-16,100001546,Denim Dream Shirt,1950000,1950000
79,4421,10,1,2023-08-06,100001573,Denim Dream Shirt,1950000,1950000
80,4479,10,2,2023-06-20,100001325,Denim Dream Shirt,1950000,3900000
81,4326,10,1,2023-06-20,100001531,Denim Dream Shirt,1950000,1950000
82,1897,10,1,2023-08-07,100000097,Denim Dream Shirt,1950000,1950000
83,2589,10,1,2023-07-16,100001756,Denim Dream Shirt,1950000,1950000
84,3745,10,2,2023-07-09,100001765,Denim Dream Shirt,1950000,3900000
85,1503,10,2,2023-06-30,100001865,Denim Dream Shirt,1950000,3900000
86,2889,10,1,2023-06-19,100001664,Denim Dream Shirt,1950000,1950000
87,3932,10,2,2023-08-08,100001542,Denim Dream Shirt,1950000,3900000
88,1719,10,2,2023-08-02,100001414,Denim Dream Shirt,1950000,3900000
89,3095,10,1,2023-06-16,100001620,Denim Dream Shirt,1950000,1950000
90,1672,10,2,2023-06-08,100001914,Denim Dream Shirt,1950000,3900000
91,2143,10,2,2023-07-30,100000505,Denim Dream Shirt,1950000,3900000
92,1101,10,1,2023-07-17,100000102,Denim Dream Shirt,1950000,1950000
93,1279,10,2,2023-07-18,100000622,Denim Dream Shirt,1950000,3900000
94,527,10,2,2023-08-25,100000758,Denim Dream Shirt,1950000,3900000
95,797,10,1,2023-08-08,100001256,Denim Dream Shirt,1950000,1950000
96,44,10,2,2023-07-03,100001499,Denim Dream Shirt,1950000,3900000
97,4256,10,2,2023-06-09,100001829,Denim Dream Shirt,1950000,3900000
98,1927,10,2,2023-07-26,100001664,Denim Dream Shirt,1950000,3900000
99,494,10,1,2023-08-25,100001184,Denim Dream Shirt,1950000,1950000
100,82,10,1,2023-06-12,100000775,Denim Dream Shirt,1950000,1950000
101,26,10,2,2023-07-31,100001437,Denim Dream Shirt,1950000,3900000
102,794,10,2,2023-07-19,100001635,Denim Dream Shirt,1950000,3900000
103,1686,10,2,2023-08-03,100000017,Denim Dream Shirt,1950000,3900000
104,3818,10,2,2023-07-28,100001141,Denim Dream Shirt,1950000,3900000
105,3703,10,2,2023-06-02,100001089,Denim Dream Shirt,1950000,3900000
106,1152,10,2,2023-07-07,100001686,Denim Dream Shirt,1950000,3900000
107,3709,10,2,2023-08-23,100000931,Denim Dream Shirt,1950000,3900000
108,1901,10,2,2023-07-06,100000757,Denim Dream Shirt,1950000,3900000
109,304,10,2,2023-06-26,100001733,Denim Dream Shirt,1950000,3900000
110,3629,10,2,2023-08-16,100000646,Denim Dream Shirt,1950000,3900000
111,3068,10,1,2023-08-09,100000482,Denim Dream Shirt,1950000,1950000
112,489,10,1,2023-08-12,100001139,Denim Dream Shirt,1950000,1950000
113,4076,10,1,2023-06-25,100001450,Denim Dream Shirt,1950000,1950000
114,93,10,2,2023-06-24,100001413,Denim Dream Shirt,1950000,3900000
115,4338,10,1,2023-06-23,100000285,Denim Dream Shirt,1950000,1950000
116,813,10,2,2023-06-03,100001122,Denim Dream Shirt,1950000,3900000
117,3820,10,1,2023-06-02,100000160,Denim Dream Shirt,1950000,1950000
118,3276,10,2,2023-06-18,100000577,Denim Dream Shirt,1950000,3900000
119,1653,10,1,2023-08-10,100000848,Denim Dream Shirt,1950000,1950000
120,3860,10,1,2023-07-07,100000580,Denim Dream Shirt,1950000,1950000
121,2366,10,2,2023-07-23,100001294,Denim Dream Shirt,1950000,3900000
122,3899,10,2,2023-07-08,100000617,Denim Dream Shirt,1950000,3900000
123,2640,10,2,2023-07-17,100000419,Denim Dream Shirt,1950000,3900000
124,4013,10,1,2023-07-12,100000434,Denim Dream Shirt,1950000,1950000
125,1724,10,2,2023-06-09,100000758,Denim Dream Shirt,1950000,3900000
126,2967,10,1,2023-08-14,100000140,Denim Dream Shirt,1950000,1950000
127,873,10,2,2023-08-20,100000216,Denim Dream Shirt,1950000,3900000
128,370,10,2,2023-06-21,100000001,Denim Dream Shirt,1950000,3900000
129,4456,10,2,2023-07-22,100000282,Denim Dream Shirt,1950000,3900000
130,4456,10,2,2023-07-22,100000282,Denim Dream Shirt,1950000,3900000
131,1198,10,2,2023-08-02,100000793,Denim Dream Shirt,1950000,3900000
132,3926,10,1,2023-07-20,100000874,Denim Dream Shirt,1950000,1950000
133,2491,10,1,2023-07-13,100000587,Denim Dream Shirt,1950000,1950000
134,699,10,1,2023-07-07,100001498,Denim Dream Shirt,1950000,1950000
135,945,10,1,2023-06-12,100001438,Denim Dream Shirt,1950000,1950000
136,2337,10,1,2023-07-31,100000284,Denim Dream Shirt,1950000,1950000
137,4045,10,1,2023-08-17,100001749,Denim Dream Shirt,1950000,1950000
138,3690,10,1,2023-06-19,100001247,Denim Dream Shirt,1950000,1950000
139,1386,10,1,2023-08-22,100001619,Denim Dream Shirt,1950000,1950000
140,1554,10,2,2023-08-14,100000984,Denim Dream Shirt,1950000,3900000
141,3148,10,2,2023-08-07,100001835,Denim Dream Shirt,1950000,3900000
142,1033,10,2,2023-06-27,100000510,Denim Dream Shirt,1950000,3900000
143,1218,10,2,2023-07-11,100001715,Denim Dream Shirt,1950000,3900000
144,276,10,2,2023-08-08,100000563,Denim Dream Shirt,1950000,3900000
145,747,10,2,2023-06-17,100001516,Denim Dream Shirt,1950000,3900000
146,4428,10,1,2023-08-08,100001478,Denim Dream Shirt,1950000,1950000
147,2349,10,1,2023-06-16,100001669,Denim Dream Shirt,1950000,1950000
148,4091,10,1,2023-06-07,100001620,Denim Dream Shirt,1950000,1950000
149,3076,10,1,2023-08-22,100000804,Denim Dream Shirt,1950000,1950000
150,3731,10,2,2023-08-13,100001234,Denim Dream Shirt,1950000,3900000
151,84,10,2,2023-08-04,100000034,Denim Dream Shirt,1950000,3900000
152,453,10,2,2023-06-10,100001632,Denim Dream Shirt,1950000,3900000
153,3993,10,2,2023-08-16,100000176,Denim Dream Shirt,1950000,3900000
154,759,10,2,2023-07-30,100000456,Denim Dream Shirt,1950000,3900000
155,2822,10,1,2023-08-20,100001216,Denim Dream Shirt,1950000,1950000
156,2573,10,2,2023-07-09,100000977,Denim Dream Shirt,1950000,3900000
157,1521,10,1,2023-08-22,100000323,Denim Dream Shirt,1950000,1950000
158,3893,10,1,2023-07-26,100000984,Denim Dream Shirt,1950000,1950000
159,15,10,2,2023-06-19,100000087,Denim Dream Shirt,1950000,3900000
160,4101,10,2,2023-06-02,100000553,Denim Dream Shirt,1950000,3900000
161,932,10,1,2023-06-22,100000763,Denim Dream Shirt,1950000,1950000
162,1518,10,1,2023-08-08,100001284,Denim Dream Shirt,1950000,1950000
163,3291,10,2,2023-08-06,100000163,Denim Dream Shirt,1950000,3900000
164,1917,10,2,2023-07-10,100000364,Denim Dream Shirt,1950000,3900000
165,2624,10,1,2023-06-25,100000956,Denim Dream Shirt,1950000,1950000
166,3945,10,2,2023-06-04,100001449,Denim Dream Shirt,1950000,3900000
167,4368,10,2,2023-07-11,100001039,Denim Dream Shirt,1950000,3900000
168,1169,10,2,2023-07-25,100000092,Denim Dream Shirt,1950000,3900000
169,3108,10,1,2023-06-10,100000301,Denim Dream Shirt,1950000,1950000
170,2010,10,1,2023-06-11,100000934,Denim Dream Shirt,1950000,1950000
171,2096,10,1,2023-07-05,100000431,Denim Dream Shirt,1950000,1950000
172,3671,14,1,2023-06-12,100000107,Flannel Flair Shirt,1950000,1950000
173,2559,14,2,2023-07-13,100000207,Flannel Flair Shirt,1950000,3900000
174,2209,14,2,2023-06-11,100000913,Flannel Flair Shirt,1950000,3900000
175,4403,14,1,2023-08-14,100000342,Flannel Flair Shirt,1950000,1950000
176,2114,14,1,2023-08-07,100001463,Flannel Flair Shirt,1950000,1950000
177,1309,14,2,2023-07-24,100001373,Flannel Flair Shirt,1950000,3900000
178,3409,14,1,2023-06-07,100000245,Flannel Flair Shirt,1950000,1950000
179,1076,14,1,2023-06-17,100000117,Flannel Flair Shirt,1950000,1950000
180,683,14,2,2023-08-19,100000761,Flannel Flair Shirt,1950000,3900000
181,1478,14,2,2023-06-02,100001523,Flannel Flair Shirt,1950000,3900000
182,2074,14,2,2023-06-05,100001463,Flannel Flair Shirt,1950000,3900000
183,2858,14,2,2023-06-24,100001989,Flannel Flair Shirt,1950000,3900000
184,4229,14,1,2023-07-14,100000288,Flannel Flair Shirt,1950000,1950000
185,601,14,1,2023-08-10,100001682,Flannel Flair Shirt,1950000,1950000
186,79,14,1,2023-06-02,100001478,Flannel Flair Shirt,1950000,1950000
187,2371,14,2,2023-06-19,100000883,Flannel Flair Shirt,1950000,3900000
188,3501,14,2,2023-07-28,100001031,Flannel Flair Shirt,1950000,3900000
189,2687,14,2,2023-07-01,100000380,Flannel Flair Shirt,1950000,3900000
190,2976,14,1,2023-07-05,100001587,Flannel Flair Shirt,1950000,1950000
191,4310,14,1,2023-06-05,100000946,Flannel Flair Shirt,1950000,1950000
192,2836,14,2,2023-06-13,100000587,Flannel Flair Shirt,1950000,3900000
193,1774,14,1,2023-07-27,100000814,Flannel Flair Shirt,1950000,1950000
194,3436,14,1,2023-06-23,100001940,Flannel Flair Shirt,1950000,1950000
195,214,14,2,2023-06-19,100000524,Flannel Flair Shirt,1950000,3900000
196,1110,14,1,2023-07-20,100000797,Flannel Flair Shirt,1950000,1950000
197,2005,14,1,2023-06-02,100001500,Flannel Flair Shirt,1950000,1950000
198,1139,14,1,2023-07-24,100000545,Flannel Flair Shirt,1950000,1950000
199,213,14,2,2023-06-24,100001059,Flannel Flair Shirt,1950000,3900000
200,749,14,2,2023-07-11,100000412,Flannel Flair Shirt,1950000,3900000
201,3987,14,1,2023-06-16,100000027,Flannel Flair Shirt,1950000,1950000
202,2135,14,2,2023-08-10,100001389,Flannel Flair Shirt,1950000,3900000
203,3668,14,1,2023-06-14,100000412,Flannel Flair Shirt,1950000,1950000
204,1570,14,2,2023-08-13,100001129,Flannel Flair Shirt,1950000,3900000
205,1722,14,1,2023-08-20,100000832,Flannel Flair Shirt,1950000,1950000
206,3594,14,1,2023-06-30,100000487,Flannel Flair Shirt,1950000,1950000
207,3307,14,2,2023-08-15,100001140,Flannel Flair Shirt,1950000,3900000
208,1761,14,2,2023-07-29,100001696,Flannel Flair Shirt,1950000,3900000
209,3642,14,2,2023-07-23,100001804,Flannel Flair Shirt,1950000,3900000
210,2463,14,1,2023-08-06,100000583,Flannel Flair Shirt,1950000,1950000
211,463,14,2,2023-08-07,100001539,Flannel Flair Shirt,1950000,3900000
212,1055,14,2,2023-06-30,100000456,Flannel Flair Shirt,1950000,3900000
213,4089,14,1,2023-06-19,100000163,Flannel Flair Shirt,1950000,1950000
214,1700,14,2,2023-07-30,100000830,Flannel Flair Shirt,1950000,3900000
215,149,14,2,2023-08-15,100000418,Flannel Flair Shirt,1950000,3900000
216,3274,14,1,2023-06-13,100001428,Flannel Flair Shirt,1950000,1950000
217,253,14,2,2023-08-03,100000709,Flannel Flair Shirt,1950000,3900000
218,3265,14,1,2023-07-03,100001485,Flannel Flair Shirt,1950000,1950000
219,4481,14,2,2023-07-28,100001213,Flannel Flair Shirt,1950000,3900000
220,3465,14,1,2023-07-02,100000392,Flannel Flair Shirt,1950000,1950000
221,557,14,2,2023-06-06,100000050,Flannel Flair Shirt,1950000,3900000
222,2512,14,1,2023-06-01,100001949,Flannel Flair Shirt,1950000,1950000
223,3024,14,1,2023-06-20,100000890,Flannel Flair Shirt,1950000,1950000
224,1807,14,1,2023-06-24,100000127,Flannel Flair Shirt,1950000,1950000
225,917,14,1,2023-08-19,100000933,Flannel Flair Shirt,1950000,1950000
226,2998,14,2,2023-07-15,100001374,Flannel Flair Shirt,1950000,3900000
227,2760,14,2,2023-07-09,100001316,Flannel Flair Shirt,1950000,3900000
228,3,14,2,2023-07-11,100000860,Flannel Flair Shirt,1950000,3900000
229,272,14,1,2023-08-02,100001136,Flannel Flair Shirt,1950000,1950000
230,621,14,2,2023-07-27,100000633,Flannel Flair Shirt,1950000,3900000
231,1380,14,2,2023-07-28,100001673,Flannel Flair Shirt,1950000,3900000
232,4244,14,2,2023-06-17,100000123,Flannel Flair Shirt,1950000,3900000
233,257,14,2,2023-08-17,100000317,Flannel Flair Shirt,1950000,3900000
234,1245,14,2,2023-07-02,100001529,Flannel Flair Shirt,1950000,3900000
235,3607,14,2,2023-08-12,100000112,Flannel Flair Shirt,1950000,3900000
236,910,14,2,2023-06-06,100000504,Flannel Flair Shirt,1950000,3900000
237,4413,14,2,2023-08-02,100000658,Flannel Flair Shirt,1950000,3900000
238,365,14,2,2023-08-04,100000345,Flannel Flair Shirt,1950000,3900000
239,2982,14,1,2023-06-16,100000290,Flannel Flair Shirt,1950000,1950000
240,1075,14,2,2023-07-08,100000437,Flannel Flair Shirt,1950000,3900000
241,4455,14,2,2023-06-03,100000729,Flannel Flair Shirt,1950000,3900000
242,3891,14,2,2023-07-03,100001619,Flannel Flair Shirt,1950000,3900000
243,4052,14,2,2023-07-27,100000679,Flannel Flair Shirt,1950000,3900000
244,72,14,2,2023-08-09,100001369,Flannel Flair Shirt,1950000,3900000
245,72,14,2,2023-08-09,100001369,Flannel Flair Shirt,1950000,3900000
246,470,14,2,2023-08-22,100001243,Flannel Flair Shirt,1950000,3900000
247,2392,14,1,2023-06-28,100000083,Flannel Flair Shirt,1950000,1950000
248,1032,14,1,2023-08-18,100001122,Flannel Flair Shirt,1950000,1950000
249,1147,14,2,2023-07-31,100001775,Flannel Flair Shirt,1950000,3900000
250,983,14,2,2023-08-13,100001168,Flannel Flair Shirt,1950000,3900000
251,3236,14,1,2023-08-03,100000834,Flannel Flair Shirt,1950000,1950000
252,776,14,2,2023-06-28,100001718,Flannel Flair Shirt,1950000,3900000
253,1421,14,1,2023-06-11,100001863,Flannel Flair Shirt,1950000,1950000
254,70,14,1,2023-06-03,100000241,Flannel Flair Shirt,1950000,1950000
255,2124,14,2,2023-07-01,100000563,Flannel Flair Shirt,1950000,3900000
256,2539,14,2,2023-07-30,100001096,Flannel Flair Shirt,1950000,3900000
257,428,14,1,2023-06-11,100001158,Flannel Flair Shirt,1950000,1950000
258,428,14,1,2023-06-11,100001158,Flannel Flair Shirt,1950000,1950000
259,41,14,2,2023-06-18,100001082,Flannel Flair Shirt,1950000,3900000
260,2416,14,2,2023-08-12,100001562,Flannel Flair Shirt,1950000,3900000
261,307,14,1,2023-06-07,100000835,Flannel Flair Shirt,1950000,1950000
262,2103,14,1,2023-08-10,100001912,Flannel Flair Shirt,1950000,1950000
263,1885,14,1,2023-08-05,100000148,Flannel Flair Shirt,1950000,1950000
264,4268,14,2,2023-07-24,100000550,Flannel Flair Shirt,1950000,3900000
265,1526,14,1,2023-06-19,100000094,Flannel Flair Shirt,1950000,1950000
266,2017,14,2,2023-07-31,100001549,Flannel Flair Shirt,1950000,3900000
267,546,14,2,2023-07-17,100000971,Flannel Flair Shirt,1950000,3900000
268,719,14,1,2023-06-27,100001579,Flannel Flair Shirt,1950000,1950000
269,3496,14,1,2023-08-07,100001439,Flannel Flair Shirt,1950000,1950000
270,2730,14,2,2023-06-15,100000971,Flannel Flair Shirt,1950000,3900000
271,3066,14,2,2023-06-25,100000686,Flannel Flair Shirt,1950000,3900000
272,1514,14,1,2023-08-18,100001719,Flannel Flair Shirt,1950000,1950000
273,4330,14,1,2023-06-25,100000397,Flannel Flair Shirt,1950000,1950000
274,1840,14,1,2023-07-22,100000040,Flannel Flair Shirt,1950000,1950000
275,3030,14,2,2023-07-12,100000725,Flannel Flair Shirt,1950000,3900000
276,2334,14,2,2023-07-05,100001293,Flannel Flair Shirt,1950000,3900000
277,2809,14,1,2023-06-15,100001031,Flannel Flair Shirt,1950000,1950000
278,3880,14,2,2023-06-28,100001336,Flannel Flair Shirt,1950000,3900000
279,376,14,2,2023-08-25,100001060,Flannel Flair Shirt,1950000,3900000
280,1622,14,2,2023-06-16,100001233,Flannel Flair Shirt,1950000,3900000
281,2391,14,2,2023-07-08,100001978,Flannel Flair Shirt,1950000,3900000
282,3323,14,1,2023-08-25,100001676,Flannel Flair Shirt,1950000,1950000
283,3882,14,1,2023-08-08,100001861,Flannel Flair Shirt,1950000,1950000
284,2527,14,2,2023-07-23,100000105,Flannel Flair Shirt,1950000,3900000
285,4456,14,1,2023-07-22,100000282,Flannel Flair Shirt,1950000,1950000
286,2020,14,1,2023-07-28,100000994,Flannel Flair Shirt,1950000,1950000
287,1029,14,2,2023-06-22,100001952,Flannel Flair Shirt,1950000,3900000
288,185,14,2,2023-08-07,100000766,Flannel Flair Shirt,1950000,3900000
289,1954,14,1,2023-07-17,100001592,Flannel Flair Shirt,1950000,1950000
290,1498,14,1,2023-08-14,100000597,Flannel Flair Shirt,1950000,1950000
291,408,14,2,2023-08-21,100000913,Flannel Flair Shirt,1950000,3900000
292,1779,14,1,2023-06-03,100001022,Flannel Flair Shirt,1950000,1950000
293,2345,14,1,2023-06-02,100001030,Flannel Flair Shirt,1950000,1950000
294,3491,14,2,2023-06-17,100001878,Flannel Flair Shirt,1950000,3900000
295,3022,14,2,2023-08-08,100001385,Flannel Flair Shirt,1950000,3900000
296,2104,14,2,2023-07-20,100001367,Flannel Flair Shirt,1950000,3900000
297,1638,14,2,2023-08-20,100000709,Flannel Flair Shirt,1950000,3900000
298,3878,14,2,2023-07-24,100000640,Flannel Flair Shirt,1950000,3900000
299,2859,14,1,2023-07-18,100000574,Flannel Flair Shirt,1950000,1950000
300,2901,14,1,2023-06-26,100001938,Flannel Flair Shirt,1950000,1950000
301,1247,14,2,2023-08-17,100000738,Flannel Flair Shirt,1950000,3900000
302,1443,14,1,2023-06-07,100000295,Flannel Flair Shirt,1950000,1950000
303,3903,14,2,2023-07-24,100000902,Flannel Flair Shirt,1950000,3900000
304,4175,14,2,2023-07-06,100001500,Flannel Flair Shirt,1950000,3900000
305,3781,14,2,2023-07-23,100000059,Flannel Flair Shirt,1950000,3900000
306,534,14,2,2023-06-17,100000827,Flannel Flair Shirt,1950000,3900000
307,86,14,2,2023-07-15,100001104,Flannel Flair Shirt,1950000,3900000
308,3080,14,2,2023-08-22,100001478,Flannel Flair Shirt,1950000,3900000
309,1277,14,1,2023-07-18,100001493,Flannel Flair Shirt,1950000,1950000
310,4274,14,1,2023-07-16,100000209,Flannel Flair Shirt,1950000,1950000
311,3380,14,2,2023-07-04,100001244,Flannel Flair Shirt,1950000,3900000
312,3318,14,1,2023-07-24,100001035,Flannel Flair Shirt,1950000,1950000
313,1026,9,1,2023-06-30,100000794,Refined Ruffle Blouse,2550000,2550000
314,1392,9,2,2023-06-09,100000776,Refined Ruffle Blouse,2550000,5100000
315,2559,9,1,2023-07-13,100000207,Refined Ruffle Blouse,2550000,2550000
316,2442,9,1,2023-06-18,100001176,Refined Ruffle Blouse,2550000,2550000
317,2226,9,2,2023-07-29,100000697,Refined Ruffle Blouse,2550000,5100000
318,547,9,2,2023-08-20,100001906,Refined Ruffle Blouse,2550000,5100000
319,3606,9,2,2023-08-05,100000685,Refined Ruffle Blouse,2550000,5100000
320,1133,9,1,2023-08-20,100001353,Refined Ruffle Blouse,2550000,2550000
321,2116,9,1,2023-07-29,100001325,Refined Ruffle Blouse,2550000,2550000
322,1621,9,2,2023-07-25,100001926,Refined Ruffle Blouse,2550000,5100000
323,2259,9,2,2023-06-28,100000132,Refined Ruffle Blouse,2550000,5100000
324,3461,9,1,2023-08-15,100000104,Refined Ruffle Blouse,2550000,2550000
325,1130,9,2,2023-08-04,100000137,Refined Ruffle Blouse,2550000,5100000
326,320,9,2,2023-08-12,100000981,Refined Ruffle Blouse,2550000,5100000
327,461,9,1,2023-06-11,100000815,Refined Ruffle Blouse,2550000,2550000
328,2745,9,2,2023-06-11,100001579,Refined Ruffle Blouse,2550000,5100000
329,809,9,2,2023-07-08,100001390,Refined Ruffle Blouse,2550000,5100000
330,948,9,1,2023-06-05,100001589,Refined Ruffle Blouse,2550000,2550000
331,367,9,2,2023-06-30,100001016,Refined Ruffle Blouse,2550000,5100000
332,1771,9,1,2023-08-11,100000081,Refined Ruffle Blouse,2550000,2550000
333,3738,9,1,2023-07-21,100001043,Refined Ruffle Blouse,2550000,2550000
334,3063,9,1,2023-07-25,100001462,Refined Ruffle Blouse,2550000,2550000
335,3063,9,1,2023-07-25,100001462,Refined Ruffle Blouse,2550000,2550000
336,2687,9,1,2023-07-01,100000380,Refined Ruffle Blouse,2550000,2550000
337,2554,9,1,2023-07-27,100000250,Refined Ruffle Blouse,2550000,2550000
338,4134,9,2,2023-06-17,100001810,Refined Ruffle Blouse,2550000,5100000
339,942,9,2,2023-08-21,100001328,Refined Ruffle Blouse,2550000,5100000
340,401,9,2,2023-07-29,100001250,Refined Ruffle Blouse,2550000,5100000
341,859,9,1,2023-06-21,100001540,Refined Ruffle Blouse,2550000,2550000
342,1296,9,1,2023-07-23,100000876,Refined Ruffle Blouse,2550000,2550000
343,1673,9,1,2023-07-26,100000951,Refined Ruffle Blouse,2550000,2550000
344,3301,9,1,2023-07-22,100000898,Refined Ruffle Blouse,2550000,2550000
345,1440,9,2,2023-06-21,100001065,Refined Ruffle Blouse,2550000,5100000
346,3175,9,1,2023-07-01,100001016,Refined Ruffle Blouse,2550000,2550000
347,3175,9,2,2023-07-01,100001016,Refined Ruffle Blouse,2550000,5100000
348,1388,9,2,2023-07-14,100001342,Refined Ruffle Blouse,2550000,5100000
349,210,9,2,2023-06-17,100001678,Refined Ruffle Blouse,2550000,5100000
350,236,9,2,2023-07-16,100001663,Refined Ruffle Blouse,2550000,5100000
351,3233,9,1,2023-08-08,100000968,Refined Ruffle Blouse,2550000,2550000
352,2243,9,2,2023-06-07,100000570,Refined Ruffle Blouse,2550000,5100000
